Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[40]     6.7    0.00    0.05 1211978         unsigned long* std::copy<__gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long*>(__gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long*) [40]
                0.01    0.04 1211978/1211978     unsigned long* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long*>(__gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long*) [39]
                0.00    0.00 2423956/3267144     __gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > > std::__miter_base<__gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > > >(__gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >) [234]
-----------------------------------------------
                0.05    0.00 7246152/7246152     lineToNumsVec(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [10]
[41]     6.2    0.05    0.00 7246152         __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator++() [41]
-----------------------------------------------
                0.01    0.01  421594/1633572     __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > >(__gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >) [60]
                0.01    0.02 1211978/1633572     unsigned long* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long*>(__gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long*) [39]
[42]     6.2    0.02    0.03 1633572         unsigned long* std::__copy_move_a1<false, unsigned long const*, unsigned long*>(unsigned long const*, unsigned long const*, unsigned long*) [42]
                0.01    0.02 1633572/1633572     unsigned long* std::__copy_move_a2<false, unsigned long const*, unsigned long*>(unsigned long const*, unsigned long const*, unsigned long*) [73]
-----------------------------------------------
                0.00    0.05       1/1           _GLOBAL__sub_I__ZN14MoveGeneration11factor_maskEm [49]
[43]     5.8    0.00    0.05       1         __static_initialization_and_destruction_0(int, int) [43]
                0.00    0.05       2/8           fileToVec2(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [9]
                0.00    0.00       1/4           std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::vector(std::initializer_list<std::vector<unsigned long, std::allocator<unsigned long> > >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > const&) [185]
                0.00    0.00       2/8           fileToLookUpsVec(piece) [188]
                0.00    0.00       4/40          fileToVec(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [187]
                0.00    0.00       2/1213551     std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [38]
                0.00    0.00       1/1490551     std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >::~allocator() [95]
                0.00    0.00       6/32          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [443]
                0.00    0.00       1/17          std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >::allocator() [455]
-----------------------------------------------
                0.00    0.05       1/1           _GLOBAL__sub_I__ZN8Position36setWhitePiecesToInitialConfigurationEv [50]
[44]     5.8    0.00    0.05       1         __static_initialization_and_destruction_0(int, int) [44]
                0.00    0.05       2/8           fileToVec2(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [9]
                0.00    0.00       1/4           std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::vector(std::initializer_list<std::vector<unsigned long, std::allocator<unsigned long> > >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > const&) [185]
                0.00    0.00       2/8           fileToLookUpsVec(piece) [188]
                0.00    0.00       4/40          fileToVec(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [187]
                0.00    0.00       2/1213551     std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [38]
                0.00    0.00       1/1490551     std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >::~allocator() [95]
                0.00    0.00       6/32          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [443]
                0.00    0.00       1/17          std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >::allocator() [455]
-----------------------------------------------
                0.00    0.05       1/1           _GLOBAL__sub_I__Z17getRookAttackMaskRK6squareRKm [48]
[45]     5.8    0.00    0.05       1         __static_initialization_and_destruction_0(int, int) [45]
                0.00    0.05       2/8           fileToVec2(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [9]
                0.00    0.00       1/4           std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::vector(std::initializer_list<std::vector<unsigned long, std::allocator<unsigned long> > >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > const&) [185]
                0.00    0.00       2/8           fileToLookUpsVec(piece) [188]
                0.00    0.00       4/40          fileToVec(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [187]
                0.00    0.00       2/1213551     std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [38]
                0.00    0.00       1/1490551     std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >::~allocator() [95]
                0.00    0.00       6/32          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [443]
                0.00    0.00       1/17          std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >::allocator() [455]
-----------------------------------------------
                0.00    0.05       1/1           _GLOBAL__sub_I__Z11perftSingleSt6vectorI8PositionSaIS0_EE [47]
[46]     5.8    0.00    0.05       1         __static_initialization_and_destruction_0(int, int) [46]
                0.00    0.05       2/8           fileToVec2(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [9]
                0.00    0.00       1/4           std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::vector(std::initializer_list<std::vector<unsigned long, std::allocator<unsigned long> > >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > const&) [185]
                0.00    0.00       2/8           fileToLookUpsVec(piece) [188]
                0.00    0.00       4/40          fileToVec(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [187]
                0.00    0.00       2/1213551     std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [38]
                0.00    0.00       1/1490551     std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >::~allocator() [95]
                0.00    0.00       6/32          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [443]
                0.00    0.00       1/17          std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >::allocator() [455]
-----------------------------------------------
                                                 <spontaneous>
[47]     5.8    0.00    0.05                 _GLOBAL__sub_I__Z11perftSingleSt6vectorI8PositionSaIS0_EE [47]
                0.00    0.05       1/1           __static_initialization_and_destruction_0(int, int) [46]
-----------------------------------------------
                                                 <spontaneous>
[48]     5.8    0.00    0.05                 _GLOBAL__sub_I__Z17getRookAttackMaskRK6squareRKm [48]
                0.00    0.05       1/1           __static_initialization_and_destruction_0(int, int) [45]
-----------------------------------------------
                                                 <spontaneous>
[49]     5.8    0.00    0.05                 _GLOBAL__sub_I__ZN14MoveGeneration11factor_maskEm [49]
                0.00    0.05       1/1           __static_initialization_and_destruction_0(int, int) [43]
-----------------------------------------------
                                                 <spontaneous>
[50]     5.8    0.00    0.05                 _GLOBAL__sub_I__ZN8Position36setWhitePiecesToInitialConfigurationEv [50]
                0.00    0.05       1/1           __static_initialization_and_destruction_0(int, int) [44]
-----------------------------------------------
                0.00    0.05  421594/421594      std::vector<unsigned long, std::allocator<unsigned long> >* std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> >*>(std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> >*) [52]
[51]     5.6    0.00    0.05  421594         std::vector<unsigned long, std::allocator<unsigned long> >::operator=(std::vector<unsigned long, std::allocator<unsigned long> > const&) [51]
                0.00    0.04  421594/421594      __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > std::copy<__gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > >(__gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >) [61]
                0.01    0.00  421594/421594      std::vector<unsigned long, std::allocator<unsigned long> >::capacity() const [121]
                0.00    0.00  843188/2078566     std::vector<unsigned long, std::allocator<unsigned long> >::size() const [240]
                0.00    0.00  421594/421594      __gnu_cxx::__alloc_traits<std::allocator<unsigned long>, unsigned long>::_S_propagate_on_copy_assign() [281]
                0.00    0.00  421594/2859600     std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_get_Tp_allocator() [235]
                0.00    0.00  421594/1124146     std::vector<unsigned long, std::allocator<unsigned long> >::end() [255]
                0.00    0.00  421594/427314      std::vector<unsigned long, std::allocator<unsigned long> >::begin() [280]
                0.00    0.00  421594/1633572     std::vector<unsigned long, std::allocator<unsigned long> >::end() const [242]
                0.00    0.00  421594/1633572     std::vector<unsigned long, std::allocator<unsigned long> >::begin() const [243]
                0.00    0.00  421594/421594      void std::_Destroy<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, std::allocator<unsigned long>&) [288]
-----------------------------------------------
                0.00    0.05  210797/210797      std::vector<unsigned long, std::allocator<unsigned long> >* std::__copy_move_a2<false, std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> >*>(std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> >*) [54]
[52]     5.6    0.00    0.05  210797         std::vector<unsigned long, std::allocator<unsigned long> >* std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> >*>(std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> >*) [52]
                0.00    0.05  421594/421594      std::vector<unsigned long, std::allocator<unsigned long> >::operator=(std::vector<unsigned long, std::allocator<unsigned long> > const&) [51]
-----------------------------------------------
                0.00    0.05  210797/210797      __gnu_cxx::__normal_iterator<std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > > >, __gnu_cxx::__normal_iterator<std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > > > >(__gnu_cxx::__normal_iterator<std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > > >, __gnu_cxx::__normal_iterator<std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > > >, __gnu_cxx::__normal_iterator<std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > > >) [36]
[53]     5.6    0.00    0.05  210797         std::vector<unsigned long, std::allocator<unsigned long> >* std::__copy_move_a1<false, std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> >*>(std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> >*) [53]
                0.00    0.05  210797/210797      std::vector<unsigned long, std::allocator<unsigned long> >* std::__copy_move_a2<false, std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> >*>(std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> >*) [54]
-----------------------------------------------
                0.00    0.05  210797/210797      std::vector<unsigned long, std::allocator<unsigned long> >* std::__copy_move_a1<false, std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> >*>(std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> >*) [53]
[54]     5.6    0.00    0.05  210797         std::vector<unsigned long, std::allocator<unsigned long> >* std::__copy_move_a2<false, std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> >*>(std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> >*) [54]
                0.00    0.05  210797/210797      std::vector<unsigned long, std::allocator<unsigned long> >* std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> >*>(std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> >*) [52]
-----------------------------------------------
                0.00    0.04  279068/279068      void std::allocator_traits<std::allocator<Position> >::construct<Position, Position>(std::allocator<Position>&, Position*, Position&&) [56]
[55]     5.2    0.00    0.04  279068         void __gnu_cxx::new_allocator<Position>::construct<Position, Position>(Position*, Position&&) [55]
                0.00    0.04  279068/279068      Position::Position(Position&&) [57]
                0.00    0.00  279068/3122182     operator new(unsigned long, void*) [141]
                0.00    0.00  279068/558136      Position&& std::forward<Position>(std::remove_reference<Position>::type&) [275]
-----------------------------------------------
                0.00    0.04  279068/279068      void std::__relocate_object_a<Position, Position, std::allocator<Position> >(Position*, Position*, std::allocator<Position>&) [20]
[56]     5.2    0.00    0.04  279068         void std::allocator_traits<std::allocator<Position> >::construct<Position, Position>(std::allocator<Position>&, Position*, Position&&) [56]
                0.00    0.04  279068/279068      void __gnu_cxx::new_allocator<Position>::construct<Position, Position>(Position*, Position&&) [55]
                0.00    0.00  279068/558136      Position&& std::forward<Position>(std::remove_reference<Position>::type&) [275]
-----------------------------------------------
                0.00    0.04  279068/279068      void __gnu_cxx::new_allocator<Position>::construct<Position, Position>(Position*, Position&&) [55]
[57]     5.2    0.00    0.04  279068         Position::Position(Position&&) [57]
                0.01    0.03  279068/279068      std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::vector(std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >&&) [58]
-----------------------------------------------
                0.01    0.03  279068/279068      Position::Position(Position&&) [57]
[58]     5.2    0.01    0.03  279068         std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::vector(std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >&&) [58]
                0.00    0.03  279068/279068      std::_Vector_base<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_Vector_base(std::_Vector_base<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >&&) [68]
-----------------------------------------------
                0.04    0.00 7246152/7246152     lineToNumsVec(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [10]
[59]     4.9    0.04    0.00 7246152         __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator*() const [59]
-----------------------------------------------
                0.01    0.03  421594/421594      __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > std::copy<__gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > >(__gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >) [61]
[60]     4.4    0.01    0.03  421594         __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > >(__gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >) [60]
                0.01    0.01  421594/1633572     unsigned long* std::__copy_move_a1<false, unsigned long const*, unsigned long*>(unsigned long const*, unsigned long const*, unsigned long*) [42]
                0.01    0.00  421594/843188      unsigned long* std::__niter_base<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >) [117]
                0.00    0.01  421594/421594      __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long*>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long*) [148]
                0.00    0.00  843188/3267144     unsigned long const* std::__niter_base<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >(__gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >) [110]
-----------------------------------------------
                0.00    0.04  421594/421594      std::vector<unsigned long, std::allocator<unsigned long> >::operator=(std::vector<unsigned long, std::allocator<unsigned long> > const&) [51]
[61]     4.4    0.00    0.04  421594         __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > std::copy<__gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > >(__gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >) [61]
                0.01    0.03  421594/421594      __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > >(__gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >) [60]
                0.00    0.00  843188/3267144     __gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > > std::__miter_base<__gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > > >(__gnu_cxx::__normal_iterator<unsigned long const*, std::vector<unsigned long, std::allocator<unsigned long> > >) [234]
-----------------------------------------------
                0.00    0.03  210797/210797      std::vector<Move, std::allocator<Move> >::push_back(Move&&) [63]
[62]     4.3    0.00    0.03  210797         Move& std::vector<Move, std::allocator<Move> >::emplace_back<Move>(Move&&) [62]
                0.01    0.02   56418/56418       void std::vector<Move, std::allocator<Move> >::_M_realloc_insert<Move>(__gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > >, Move&&) [70]
                0.00    0.00  154379/502290      void std::allocator_traits<std::allocator<Move> >::construct<Move, Move>(std::allocator<Move>&, Move*, Move&&) [107]
                0.00    0.00  210797/1271795     Move&& std::forward<Move>(std::remove_reference<Move>::type&) [245]
                0.00    0.00  210797/210797      std::vector<Move, std::allocator<Move> >::back() [312]
                0.00    0.00   56418/276618      std::vector<Move, std::allocator<Move> >::end() [293]
-----------------------------------------------
                0.00    0.00     362/210797      MoveGeneration::generateLeftPawnCaptures(Position, color const&) [131]
                0.00    0.00     362/210797      MoveGeneration::generateRightPawnCaptures(Position, color const&) [130]
                0.00    0.00    2817/210797      MoveGeneration::generateKingMoves(Position, color const&) [71]
                0.00    0.00    4698/210797      MoveGeneration::generateRookMoves(Position, color const&) [89]
                0.00    0.00    7974/210797      MoveGeneration::generateQueenMoves(Position, color const&) [87]
                0.00    0.00   12966/210797      MoveGeneration::generateBishopMoves(Position, color const&) [66]
                0.00    0.01   41370/210797      MoveGeneration::generateKnightMoves(Position, color const&) [78]
                0.00    0.01   67358/210797      MoveGeneration::generateDoublePawnPushes(Position, color const&) [84]
                0.00    0.01   72890/210797      MoveGeneration::generateSinglePawnPushes(Position, color const&) [77]
[63]     4.3    0.00    0.03  210797         std::vector<Move, std::allocator<Move> >::push_back(Move&&) [63]
                0.00    0.03  210797/210797      Move& std::vector<Move, std::allocator<Move> >::emplace_back<Move>(Move&&) [62]
                0.00    0.00  210797/502290      std::remove_reference<Move&>::type&& std::move<Move&>(Move&) [277]
-----------------------------------------------
                0.00    0.03  279068/279068      void std::allocator_traits<std::allocator<Position> >::destroy<Position>(std::allocator<Position>&, Position*) [65]
[64]     4.2    0.00    0.03  279068         void __gnu_cxx::new_allocator<Position>::destroy<Position>(Position*) [64]
                0.00    0.03  279068/602707      Position::~Position() [29]
-----------------------------------------------
                0.00    0.03  279068/279068      void std::__relocate_object_a<Position, Position, std::allocator<Position> >(Position*, Position*, std::allocator<Position>&) [20]
[65]     4.2    0.00    0.03  279068         void std::allocator_traits<std::allocator<Position> >::destroy<Position>(std::allocator<Position>&, Position*) [65]
                0.00    0.03  279068/279068      void __gnu_cxx::new_allocator<Position>::destroy<Position>(Position*) [64]
-----------------------------------------------
                0.01    0.02    9403/9403        MoveGeneration::generateAllMoves(Position, color const&) [4]
[66]     3.9    0.01    0.02    9403         MoveGeneration::generateBishopMoves(Position, color const&) [66]
                0.00    0.01   37612/282090      Position::getPieces() const [15]
                0.00    0.00   37612/884797      std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::~vector() [16]
                0.00    0.00   12966/210797      std::vector<Move, std::allocator<Move> >::push_back(Move&&) [63]
                0.00    0.00   37612/3657688     std::vector<unsigned long, std::allocator<unsigned long> >::operator[](unsigned long) [75]
                0.00    0.00   37612/3656152     std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::operator[](unsigned long) [94]
                0.00    0.00   18806/28209       getBishopAttackMask(square const&, unsigned long const&) [334]
                0.00    0.00   12966/210797      Move::Move(int, int, piece, color, bool) [299]
-----------------------------------------------
                0.00    0.03  279068/279068      std::_Vector_base<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_Vector_base(std::_Vector_base<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >&&) [68]
[67]     3.9    0.00    0.03  279068         std::_Vector_base<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_Vector_impl&&) [67]
                0.02    0.00  558136/558136      std::remove_reference<std::_Vector_base<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_Vector_impl&>::type&& std::move<std::_Vector_base<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_Vector_impl&>(std::_Vector_base<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_Vector_impl&) [93]
                0.01    0.00  279068/279068      std::_Vector_base<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_Vector_impl_data&&) [122]
