Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       5/1490551     std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >::~allocator() [95]
                0.00    0.00       5/2426059     std::allocator<unsigned long>::~allocator() [97]
                0.00    0.00       5/17          std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >::allocator() [455]
                0.00    0.00       5/565         std::allocator<unsigned long>::allocator() [385]
-----------------------------------------------
                0.00    0.00       5/5           Position::Position() [183]
[184]    0.0    0.00    0.00       5         std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::vector(unsigned long, std::vector<unsigned long, std::allocator<unsigned long> > const&, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > const&) [184]
                0.00    0.00       5/9           std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > const&) [176]
                0.00    0.00       5/5           std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_M_fill_initialize(unsigned long, std::vector<unsigned long, std::allocator<unsigned long> > const&) [211]
                0.00    0.00       5/605729      std::_Vector_base<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_Vector_base(unsigned long, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > const&) [132]
-----------------------------------------------
                0.00    0.00       1/4           __static_initialization_and_destruction_0(int, int) [43]
                0.00    0.00       1/4           __static_initialization_and_destruction_0(int, int) [44]
                0.00    0.00       1/4           __static_initialization_and_destruction_0(int, int) [45]
                0.00    0.00       1/4           __static_initialization_and_destruction_0(int, int) [46]
[185]    0.0    0.00    0.00       4         std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::vector(std::initializer_list<std::vector<unsigned long, std::allocator<unsigned long> > >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > const&) [185]
                0.00    0.00       4/4           void std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_M_range_initialize<std::vector<unsigned long, std::allocator<unsigned long> > const*>(std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> > const*, std::forward_iterator_tag) [186]
                0.00    0.00       4/4           std::_Vector_base<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_Vector_base(std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > const&) [226]
                0.00    0.00       4/4           std::initializer_list<std::vector<unsigned long, std::allocator<unsigned long> > >::end() const [498]
                0.00    0.00       4/8           std::initializer_list<std::vector<unsigned long, std::allocator<unsigned long> > >::begin() const [464]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::vector(std::initializer_list<std::vector<unsigned long, std::allocator<unsigned long> > >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > const&) [185]
[186]    0.0    0.00    0.00       4         void std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_M_range_initialize<std::vector<unsigned long, std::allocator<unsigned long> > const*>(std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> > const*, std::forward_iterator_tag) [186]
                0.00    0.00       4/9           std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > const&) [176]
                0.00    0.00       4/4           std::vector<unsigned long, std::allocator<unsigned long> >* std::__uninitialized_copy_a<std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> > >(std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&) [216]
                0.00    0.00       8/1701455     std::_Vector_base<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_M_get_Tp_allocator() [241]
                0.00    0.00       4/4           std::iterator_traits<std::vector<unsigned long, std::allocator<unsigned long> > const*>::difference_type std::distance<std::vector<unsigned long, std::allocator<unsigned long> > const*>(std::vector<unsigned long, std::allocator<unsigned long> > const*, std::vector<unsigned long, std::allocator<unsigned long> > const*) [512]
                0.00    0.00       4/605789      std::_Vector_base<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_M_allocate(unsigned long) [271]
-----------------------------------------------
                0.00    0.00       4/40          __static_initialization_and_destruction_0(int, int) [43]
                0.00    0.00       4/40          __static_initialization_and_destruction_0(int, int) [44]
                0.00    0.00       4/40          __static_initialization_and_destruction_0(int, int) [45]
                0.00    0.00       4/40          __static_initialization_and_destruction_0(int, int) [46]
                0.00    0.00      24/40          fileToLookUpsVec(piece) [188]
[187]    0.0    0.00    0.00      40         fileToVec(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [187]
                0.00    0.00    2560/696832      std::vector<unsigned long, std::allocator<unsigned long> >::push_back(unsigned long&&) [86]
                0.00    0.00    2560/696832      std::__cxx11::stoull(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [119]
                0.00    0.00      40/560         std::vector<unsigned long, std::allocator<unsigned long> >::vector() [388]
                0.00    0.00      40/48          std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [438]
-----------------------------------------------
                0.00    0.00       2/8           __static_initialization_and_destruction_0(int, int) [43]
                0.00    0.00       2/8           __static_initialization_and_destruction_0(int, int) [44]
                0.00    0.00       2/8           __static_initialization_and_destruction_0(int, int) [45]
                0.00    0.00       2/8           __static_initialization_and_destruction_0(int, int) [46]
[188]    0.0    0.00    0.00       8         fileToLookUpsVec(piece) [188]
                0.00    0.00      24/40          fileToVec(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [187]
                0.00    0.00    1536/3657688     std::vector<unsigned long, std::allocator<unsigned long> >::operator[](unsigned long) [75]
                0.00    0.00     512/512         std::vector<magicTbls, std::allocator<magicTbls> >::push_back(magicTbls const&) [200]
                0.00    0.00      24/1213551     std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [38]
                0.00    0.00     520/2078566     std::vector<unsigned long, std::allocator<unsigned long> >::size() const [240]
                0.00    0.00      24/32          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [449]
                0.00    0.00      24/32          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [448]
                0.00    0.00       8/8           pieceToStr[abi:cxx11](piece) [460]
                0.00    0.00       8/8           std::vector<magicTbls, std::allocator<magicTbls> >::vector() [477]
-----------------------------------------------
                0.00    0.00      56/512         void std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_M_realloc_insert<std::vector<unsigned long, std::allocator<unsigned long> > const&>(__gnu_cxx::__normal_iterator<std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > > >, std::vector<unsigned long, std::allocator<unsigned long> > const&) [158]
                0.00    0.00     456/512         std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::push_back(std::vector<unsigned long, std::allocator<unsigned long> > const&) [157]
[189]    0.0    0.00    0.00     512         void std::allocator_traits<std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::construct<std::vector<unsigned long, std::allocator<unsigned long> >, std::vector<unsigned long, std::allocator<unsigned long> > const&>(std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&, std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> > const&) [189]
                0.00    0.00     512/512         void __gnu_cxx::new_allocator<std::vector<unsigned long, std::allocator<unsigned long> > >::construct<std::vector<unsigned long, std::allocator<unsigned long> >, std::vector<unsigned long, std::allocator<unsigned long> > const&>(std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> > const&) [190]
                0.00    0.00     512/1212546     std::vector<unsigned long, std::allocator<unsigned long> > const& std::forward<std::vector<unsigned long, std::allocator<unsigned long> > const&>(std::remove_reference<std::vector<unsigned long, std::allocator<unsigned long> > const&>::type&) [114]
-----------------------------------------------
                0.00    0.00     512/512         void std::allocator_traits<std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::construct<std::vector<unsigned long, std::allocator<unsigned long> >, std::vector<unsigned long, std::allocator<unsigned long> > const&>(std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&, std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> > const&) [189]
[190]    0.0    0.00    0.00     512         void __gnu_cxx::new_allocator<std::vector<unsigned long, std::allocator<unsigned long> > >::construct<std::vector<unsigned long, std::allocator<unsigned long> >, std::vector<unsigned long, std::allocator<unsigned long> > const&>(std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> > const&) [190]
                0.00    0.00     512/1211978     std::vector<unsigned long, std::allocator<unsigned long> >::vector(std::vector<unsigned long, std::allocator<unsigned long> > const&) [13]
                0.00    0.00     512/1212546     std::vector<unsigned long, std::allocator<unsigned long> > const& std::forward<std::vector<unsigned long, std::allocator<unsigned long> > const&>(std::remove_reference<std::vector<unsigned long, std::allocator<unsigned long> > const&>::type&) [114]
                0.00    0.00     512/3122182     operator new(unsigned long, void*) [141]
-----------------------------------------------
                0.00    0.00     512/512         std::vector<unsigned long, std::allocator<unsigned long> >::operator=(std::vector<unsigned long, std::allocator<unsigned long> >&&) [192]
[191]    0.0    0.00    0.00     512         std::vector<unsigned long, std::allocator<unsigned long> >::_M_move_assign(std::vector<unsigned long, std::allocator<unsigned long> >&&, std::integral_constant<bool, true>) [191]
                0.00    0.00     512/1213551     std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [38]
                0.00    0.00     512/512         std::vector<unsigned long, std::allocator<unsigned long> >::vector(std::allocator<unsigned long> const&) [209]
                0.00    0.00     512/2426059     std::allocator<unsigned long>::~allocator() [97]
                0.00    0.00    1024/1024        std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl_data&) [380]
                0.00    0.00    1024/2859600     std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_get_Tp_allocator() [235]
                0.00    0.00     512/512         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::get_allocator() const [389]
                0.00    0.00     512/512         void std::__alloc_on_move<std::allocator<unsigned long> >(std::allocator<unsigned long>&, std::allocator<unsigned long>&) [390]
-----------------------------------------------
                0.00    0.00     512/512         fileToVec2(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [9]
[192]    0.0    0.00    0.00     512         std::vector<unsigned long, std::allocator<unsigned long> >::operator=(std::vector<unsigned long, std::allocator<unsigned long> >&&) [192]
                0.00    0.00     512/512         std::vector<unsigned long, std::allocator<unsigned long> >::_M_move_assign(std::vector<unsigned long, std::allocator<unsigned long> >&&, std::integral_constant<bool, true>) [191]
                0.00    0.00     512/1016        std::remove_reference<std::vector<unsigned long, std::allocator<unsigned long> >&>::type&& std::move<std::vector<unsigned long, std::allocator<unsigned long> >&>(std::vector<unsigned long, std::allocator<unsigned long> >&) [381]
-----------------------------------------------
                0.00    0.00     112/112         void std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_M_realloc_insert<std::vector<unsigned long, std::allocator<unsigned long> > const&>(__gnu_cxx::__normal_iterator<std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > > >, std::vector<unsigned long, std::allocator<unsigned long> > const&) [158]
[193]    0.0    0.00    0.00     112         std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_S_relocate(std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&) [193]
                0.00    0.00     112/112         std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_S_do_relocate(std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&, std::integral_constant<bool, true>) [194]
-----------------------------------------------
                0.00    0.00     112/112         std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_S_relocate(std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&) [193]
[194]    0.0    0.00    0.00     112         std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_S_do_relocate(std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&, std::integral_constant<bool, true>) [194]
                0.00    0.00     112/112         std::vector<unsigned long, std::allocator<unsigned long> >* std::__relocate_a<std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >(std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&) [195]
-----------------------------------------------
                0.00    0.00     112/112         std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_S_do_relocate(std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&, std::integral_constant<bool, true>) [194]
[195]    0.0    0.00    0.00     112         std::vector<unsigned long, std::allocator<unsigned long> >* std::__relocate_a<std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >(std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&) [195]
                0.00    0.00     112/112         std::vector<unsigned long, std::allocator<unsigned long> >* std::__relocate_a_1<std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >(std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&) [196]
                0.00    0.00     336/336         std::vector<unsigned long, std::allocator<unsigned long> >* std::__niter_base<std::vector<unsigned long, std::allocator<unsigned long> >*>(std::vector<unsigned long, std::allocator<unsigned long> >*) [397]
-----------------------------------------------
                0.00    0.00     112/112         std::vector<unsigned long, std::allocator<unsigned long> >* std::__relocate_a<std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >(std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&) [195]
[196]    0.0    0.00    0.00     112         std::vector<unsigned long, std::allocator<unsigned long> >* std::__relocate_a_1<std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >(std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&) [196]
                0.00    0.00     504/504         void std::__relocate_object_a<std::vector<unsigned long, std::allocator<unsigned long> >, std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >(std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&) [197]
                0.00    0.00    1008/2424956     std::vector<unsigned long, std::allocator<unsigned long> >* std::__addressof<std::vector<unsigned long, std::allocator<unsigned long> > >(std::vector<unsigned long, std::allocator<unsigned long> >&) [125]
-----------------------------------------------
                0.00    0.00     504/504         std::vector<unsigned long, std::allocator<unsigned long> >* std::__relocate_a_1<std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >(std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&) [196]
[197]    0.0    0.00    0.00     504         void std::__relocate_object_a<std::vector<unsigned long, std::allocator<unsigned long> >, std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >(std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&) [197]
                0.00    0.00     504/504         void std::allocator_traits<std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::destroy<std::vector<unsigned long, std::allocator<unsigned long> > >(std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&, std::vector<unsigned long, std::allocator<unsigned long> >*) [199]
                0.00    0.00     504/2424956     std::vector<unsigned long, std::allocator<unsigned long> >* std::__addressof<std::vector<unsigned long, std::allocator<unsigned long> > >(std::vector<unsigned long, std::allocator<unsigned long> >&) [125]
                0.00    0.00     504/504         void std::allocator_traits<std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::construct<std::vector<unsigned long, std::allocator<unsigned long> >, std::vector<unsigned long, std::allocator<unsigned long> > >(std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&, std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >&&) [220]
                0.00    0.00     504/1016        std::remove_reference<std::vector<unsigned long, std::allocator<unsigned long> >&>::type&& std::move<std::vector<unsigned long, std::allocator<unsigned long> >&>(std::vector<unsigned long, std::allocator<unsigned long> >&) [381]
-----------------------------------------------
                0.00    0.00     504/504         void std::allocator_traits<std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::destroy<std::vector<unsigned long, std::allocator<unsigned long> > >(std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&, std::vector<unsigned long, std::allocator<unsigned long> >*) [199]
[198]    0.0    0.00    0.00     504         void __gnu_cxx::new_allocator<std::vector<unsigned long, std::allocator<unsigned long> > >::destroy<std::vector<unsigned long, std::allocator<unsigned long> > >(std::vector<unsigned long, std::allocator<unsigned long> >*) [198]
                0.00    0.00     504/1213551     std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [38]
-----------------------------------------------
                0.00    0.00     504/504         void std::__relocate_object_a<std::vector<unsigned long, std::allocator<unsigned long> >, std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >(std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<unsigned long, std::allocator<unsigned long> >*, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&) [197]
[199]    0.0    0.00    0.00     504         void std::allocator_traits<std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::destroy<std::vector<unsigned long, std::allocator<unsigned long> > >(std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > >&, std::vector<unsigned long, std::allocator<unsigned long> >*) [199]
                0.00    0.00     504/504         void __gnu_cxx::new_allocator<std::vector<unsigned long, std::allocator<unsigned long> > >::destroy<std::vector<unsigned long, std::allocator<unsigned long> > >(std::vector<unsigned long, std::allocator<unsigned long> >*) [198]
-----------------------------------------------
                0.00    0.00     512/512         fileToLookUpsVec(piece) [188]
[200]    0.0    0.00    0.00     512         std::vector<magicTbls, std::allocator<magicTbls> >::push_back(magicTbls const&) [200]
                0.00    0.00      56/56          void std::vector<magicTbls, std::allocator<magicTbls> >::_M_realloc_insert<magicTbls const&>(__gnu_cxx::__normal_iterator<magicTbls*, std::vector<magicTbls, std::allocator<magicTbls> > >, magicTbls const&) [201]
                0.00    0.00     456/512         void std::allocator_traits<std::allocator<magicTbls> >::construct<magicTbls, magicTbls const&>(std::allocator<magicTbls>&, magicTbls*, magicTbls const&) [218]
                0.00    0.00      56/56          std::vector<magicTbls, std::allocator<magicTbls> >::end() [428]
-----------------------------------------------
                0.00    0.00      56/56          std::vector<magicTbls, std::allocator<magicTbls> >::push_back(magicTbls const&) [200]
[201]    0.0    0.00    0.00      56         void std::vector<magicTbls, std::allocator<magicTbls> >::_M_realloc_insert<magicTbls const&>(__gnu_cxx::__normal_iterator<magicTbls*, std::vector<magicTbls, std::allocator<magicTbls> > >, magicTbls const&) [201]
                0.00    0.00      56/56          std::vector<magicTbls, std::allocator<magicTbls> >::_M_check_len(unsigned long, char const*) const [204]
                0.00    0.00      56/512         void std::allocator_traits<std::allocator<magicTbls> >::construct<magicTbls, magicTbls const&>(std::allocator<magicTbls>&, magicTbls*, magicTbls const&) [218]
                0.00    0.00     112/224         __gnu_cxx::__normal_iterator<magicTbls*, std::vector<magicTbls, std::allocator<magicTbls> > >::base() const [399]
                0.00    0.00     112/120         std::_Vector_base<magicTbls, std::allocator<magicTbls> >::_M_get_Tp_allocator() [405]
                0.00    0.00     112/112         std::vector<magicTbls, std::allocator<magicTbls> >::_S_relocate(magicTbls*, magicTbls*, magicTbls*, std::allocator<magicTbls>&) [410]
                0.00    0.00      56/56          std::vector<magicTbls, std::allocator<magicTbls> >::begin() [429]
                0.00    0.00      56/56          __gnu_cxx::__normal_iterator<magicTbls*, std::vector<magicTbls, std::allocator<magicTbls> > >::difference_type __gnu_cxx::operator-<magicTbls*, std::vector<magicTbls, std::allocator<magicTbls> > >(__gnu_cxx::__normal_iterator<magicTbls*, std::vector<magicTbls, std::allocator<magicTbls> > > const&, __gnu_cxx::__normal_iterator<magicTbls*, std::vector<magicTbls, std::allocator<magicTbls> > > const&) [423]
                0.00    0.00      56/56          std::_Vector_base<magicTbls, std::allocator<magicTbls> >::_M_allocate(unsigned long) [425]
                0.00    0.00      56/1080        magicTbls const& std::forward<magicTbls const&>(std::remove_reference<magicTbls const&>::type&) [379]
                0.00    0.00      56/64          std::_Vector_base<magicTbls, std::allocator<magicTbls> >::_M_deallocate(magicTbls*, unsigned long) [420]
-----------------------------------------------
                0.00    0.00     112/112         std::vector<magicTbls, std::allocator<magicTbls> >::_M_check_len(unsigned long, char const*) const [204]
[202]    0.0    0.00    0.00     112         std::vector<magicTbls, std::allocator<magicTbls> >::max_size() const [202]
                0.00    0.00     112/112         std::vector<magicTbls, std::allocator<magicTbls> >::_S_max_size(std::allocator<magicTbls> const&) [203]
                0.00    0.00     112/112         std::_Vector_base<magicTbls, std::allocator<magicTbls> >::_M_get_Tp_allocator() const [408]
-----------------------------------------------
                0.00    0.00     112/112         std::vector<magicTbls, std::allocator<magicTbls> >::max_size() const [202]
[203]    0.0    0.00    0.00     112         std::vector<magicTbls, std::allocator<magicTbls> >::_S_max_size(std::allocator<magicTbls> const&) [203]
                0.00    0.00     112/124615      unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [124]
                0.00    0.00     112/112         std::allocator_traits<std::allocator<magicTbls> >::max_size(std::allocator<magicTbls> const&) [409]
-----------------------------------------------
                0.00    0.00      56/56          void std::vector<magicTbls, std::allocator<magicTbls> >::_M_realloc_insert<magicTbls const&>(__gnu_cxx::__normal_iterator<magicTbls*, std::vector<magicTbls, std::allocator<magicTbls> > >, magicTbls const&) [201]
[204]    0.0    0.00    0.00      56         std::vector<magicTbls, std::allocator<magicTbls> >::_M_check_len(unsigned long, char const*) const [204]
                0.00    0.00     112/112         std::vector<magicTbls, std::allocator<magicTbls> >::max_size() const [202]
                0.00    0.00     224/224         std::vector<magicTbls, std::allocator<magicTbls> >::size() const [400]
                0.00    0.00      56/62300       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [330]
-----------------------------------------------
                0.00    0.00       1/101         std::vector<Position, std::allocator<Position> >::reserve(unsigned long) [175]
                0.00    0.00     100/101         std::vector<Position, std::allocator<Position> >::_M_check_len(unsigned long, char const*) const [207]
[205]    0.0    0.00    0.00     101         std::vector<Position, std::allocator<Position> >::max_size() const [205]
                0.00    0.00     101/101         std::vector<Position, std::allocator<Position> >::_S_max_size(std::allocator<Position> const&) [206]
                0.00    0.00     101/109         std::_Vector_base<Position, std::allocator<Position> >::_M_get_Tp_allocator() const [414]
-----------------------------------------------
                0.00    0.00     101/101         std::vector<Position, std::allocator<Position> >::max_size() const [205]
[206]    0.0    0.00    0.00     101         std::vector<Position, std::allocator<Position> >::_S_max_size(std::allocator<Position> const&) [206]
                0.00    0.00     101/124615      unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [124]
                0.00    0.00     101/101         std::allocator_traits<std::allocator<Position> >::max_size(std::allocator<Position> const&) [417]
-----------------------------------------------
                0.00    0.00      50/50          void std::vector<Position, std::allocator<Position> >::_M_realloc_insert<Position const&>(__gnu_cxx::__normal_iterator<Position*, std::vector<Position, std::allocator<Position> > >, Position const&) [25]
[207]    0.0    0.00    0.00      50         std::vector<Position, std::allocator<Position> >::_M_check_len(unsigned long, char const*) const [207]
                0.00    0.00     100/101         std::vector<Position, std::allocator<Position> >::max_size() const [205]
