"filename", "language", "Python", "comment", "blank", "total"
"c:\Users\theor\Desktop\chess game\Board.py", "Python", 22, 0, 2, 24
"c:\Users\theor\Desktop\chess game\Move.py", "Python", 45, -1, 4, 48
"c:\Users\theor\Desktop\chess game\Piece.py", "Python", 4, 0, 1, 5
"c:\Users\theor\Desktop\chess game\Pieces.py", "Python", 7, 0, 5, 12
"c:\Users\theor\Desktop\chess game\utilities.py", "Python", 4, 0, 0, 4
"Total", "-", 82, -1, 12, 93
